id,Store,Date,Sales,Promo,StateHoliday,SchoolHoliday
43487,969,2015-01-08,4392,1,0,0
43488,970,2015-01-08,4105,1,0,1
43489,976,2015-01-08,6143,1,0,0
43490,977,2015-01-08,5195,1,0,0
43491,979,2015-01-08,7037,1,0,0
43492,980,2015-01-08,6200,1,0,0
43493,985,2015-01-08,9750,1,0,0
43494,991,2015-01-08,4751,1,0,0
43495,995,2015-01-08,9546,1,0,0
43496,1000,2015-01-08,7294,1,0,0
43497,1004,2015-01-08,5844,1,0,0
43498,1005,2015-01-08,4348,1,0,0
43499,1006,2015-01-08,7092,1,0,0
43500,1007,2015-01-08,6550,1,0,0
43501,1010,2015-01-08,9681,1,0,0
43502,1016,2015-01-08,5513,1,0,0
43503,1022,2015-01-08,6664,1,0,0
43504,1026,2015-01-08,8025,1,0,0
43505,1032,2015-01-08,10275,1,0,0
43506,1033,2015-01-08,14313,1,0,0
43507,1040,2015-01-08,7622,1,0,0
43508,1044,2015-01-08,7599,1,0,0
43509,1045,2015-01-08,7119,1,0,0
43510,1051,2015-01-08,8137,1,0,0
43511,1054,2015-01-08,5931,1,0,0
43512,1059,2015-01-08,7670,1,0,0
43513,1062,2015-01-08,6813,1,0,0
43514,1064,2015-01-08,7490,1,0,0
43515,1066,2015-01-08,8015,1,0,0
43516,1069,2015-01-08,6099,1,0,0
43517,1076,2015-01-08,4061,1,0,0
43518,1089,2015-01-08,8446,1,0,0
43519,1090,2015-01-08,7230,1,0,0
43520,1092,2015-01-08,12548,1,0,0
43521,1093,2015-01-08,8244,1,0,0
43522,1094,2015-01-08,4871,1,0,0
43523,1097,2015-01-08,10408,1,0,0
43524,1098,2015-01-08,5567,1,0,0
43525,1099,2015-01-08,6716,1,0,0
43526,1104,2015-01-08,6167,1,0,0
43527,1105,2015-01-08,4096,1,0,0
43528,1106,2015-01-08,5075,1,0,0
43529,1108,2015-01-08,7003,1,0,0
43530,1111,2015-01-08,4531,1,0,0
43531,1112,2015-01-08,8563,1,0,0
43532,1113,2015-01-08,5994,1,0,0
43533,1,2015-01-07,4796,1,0,1
43534,9,2015-01-07,7149,1,0,0
43535,11,2015-01-07,9587,1,0,0
43536,12,2015-01-07,9332,1,0,0
43537,14,2015-01-07,6483,1,0,0
43538,18,2015-01-07,7008,1,0,0
43539,21,2015-01-07,6085,1,0,0
43540,24,2015-01-07,11702,1,0,0
43541,25,2015-01-07,11711,1,0,0
43542,38,2015-01-07,6736,1,0,0
43543,41,2015-01-07,8123,1,0,0
43544,43,2015-01-07,6990,1,0,0
43545,55,2015-01-07,5056,1,0,0
43546,56,2015-01-07,7423,1,0,1
43547,60,2015-01-07,9445,1,0,0
43548,68,2015-01-07,6818,1,0,0
43549,75,2015-01-07,6062,1,0,0
43550,78,2015-01-07,5140,1,0,0
43551,84,2015-01-07,14313,1,0,0
43552,85,2015-01-07,6930,1,0,0
43553,91,2015-01-07,5738,1,0,0
43554,95,2015-01-07,7354,1,0,0
43555,98,2015-01-07,6066,1,0,0
43556,101,2015-01-07,8303,1,0,0
43557,111,2015-01-07,6179,1,0,1
43558,113,2015-01-07,7543,1,0,0
43559,115,2015-01-07,8795,1,0,0
43560,120,2015-01-07,8161,1,0,1
43561,121,2015-01-07,4025,1,0,0
43562,128,2015-01-07,8357,1,0,1
43563,133,2015-01-07,6650,1,0,0
43564,134,2015-01-07,4787,1,0,0
43565,138,2015-01-07,7742,1,0,0
43566,142,2015-01-07,5301,1,0,0
43567,145,2015-01-07,10100,1,0,0
43568,148,2015-01-07,8678,1,0,0
43569,152,2015-01-07,6804,1,0,0
43570,155,2015-01-07,8258,1,0,0
43571,156,2015-01-07,7367,1,0,0
43572,157,2015-01-07,10355,1,0,0
43573,158,2015-01-07,8584,1,0,1
43574,159,2015-01-07,9945,1,0,0
43575,161,2015-01-07,7755,1,0,0
43576,163,2015-01-07,6262,1,0,0
43577,164,2015-01-07,8014,1,0,0
43578,168,2015-01-07,10619,1,0,0
43579,173,2015-01-07,8552,1,0,0
43580,175,2015-01-07,5792,1,0,0
43581,180,2015-01-07,7976,1,0,0
43582,186,2015-01-07,5347,1,0,0
43583,187,2015-01-07,6135,1,0,0
43584,195,2015-01-07,11200,1,0,0
43585,196,2015-01-07,5508,1,0,0
43586,204,2015-01-07,7645,1,0,0
43587,205,2015-01-07,6501,1,0,0
43588,213,2015-01-07,9519,1,0,0
43589,216,2015-01-07,7211,1,0,0
43590,218,2015-01-07,7181,1,0,0
43591,219,2015-01-07,3967,1,0,0
43592,220,2015-01-07,5395,1,0,0
43593,221,2015-01-07,6306,1,0,0
43594,227,2015-01-07,6296,1,0,0
43595,231,2015-01-07,6759,1,0,0
43596,234,2015-01-07,11677,1,0,0
43597,237,2015-01-07,4696,1,0,0
43598,238,2015-01-07,7609,1,0,0
43599,249,2015-01-07,5137,1,0,0
43600,253,2015-01-07,6198,1,0,0
43601,257,2015-01-07,5376,1,0,0
43602,260,2015-01-07,5815,1,0,0
43603,261,2015-01-07,15895,1,0,0
43604,273,2015-01-07,8139,1,0,0
43605,278,2015-01-07,8109,1,0,0
43606,281,2015-01-07,6052,1,0,0
43607,284,2015-01-07,7979,1,0,0
43608,285,2015-01-07,4979,1,0,1
43609,288,2015-01-07,6973,1,0,0
43610,289,2015-01-07,5856,1,0,1
43611,291,2015-01-07,7776,1,0,0
43612,292,2015-01-07,6227,1,0,0
43613,295,2015-01-07,6206,1,0,0
43614,296,2015-01-07,7543,1,0,1
43615,297,2015-01-07,9393,1,0,0
43616,310,2015-01-07,10130,1,0,0
43617,313,2015-01-07,6761,1,0,0
43618,316,2015-01-07,10376,1,0,0
43619,319,2015-01-07,7267,1,0,0
43620,320,2015-01-07,14459,1,0,0
43621,324,2015-01-07,8215,1,0,0
43622,332,2015-01-07,5723,1,0,0
43623,339,2015-01-07,5618,1,0,1
43624,341,2015-01-07,6095,1,0,0
43625,342,2015-01-07,14898,1,0,0
43626,346,2015-01-07,8149,1,0,0
43627,351,2015-01-07,6447,1,0,0
43628,352,2015-01-07,6312,1,0,0
43629,354,2015-01-07,9427,1,0,0
43630,357,2015-01-07,8299,1,0,0
43631,359,2015-01-07,7337,1,0,1
43632,366,2015-01-07,9244,1,0,0
43633,372,2015-01-07,9549,1,0,0
43634,374,2015-01-07,7750,1,0,0
43635,377,2015-01-07,8317,1,0,0
43636,381,2015-01-07,13010,1,0,0
43637,391,2015-01-07,5797,1,0,0
43638,397,2015-01-07,6589,1,0,0
43639,399,2015-01-07,8212,1,0,0
43640,410,2015-01-07,7522,1,0,0
43641,421,2015-01-07,8155,1,0,0
43642,435,2015-01-07,3733,1,0,0
43643,444,2015-01-07,10419,1,0,0
43644,447,2015-01-07,6128,1,0,0
43645,456,2015-01-07,6206,1,0,0
43646,460,2015-01-07,5140,1,0,0
43647,461,2015-01-07,6403,1,0,0
43648,466,2015-01-07,8576,1,0,0
43649,469,2015-01-07,10517,1,0,0
43650,470,2015-01-07,12697,1,0,0
43651,471,2015-01-07,8951,1,0,0
43652,484,2015-01-07,6275,1,0,0
43653,485,2015-01-07,5330,1,0,0
43654,490,2015-01-07,9760,1,0,0
43655,491,2015-01-07,8955,1,0,0
43656,492,2015-01-07,10040,1,0,0
43657,496,2015-01-07,8597,1,0,0
43658,498,2015-01-07,8809,1,0,0
43659,502,2015-01-07,10586,1,0,1
43660,503,2015-01-07,9496,1,0,0
43661,506,2015-01-07,8879,1,0,0
43662,507,2015-01-07,9199,1,0,0
43663,511,2015-01-07,5770,1,0,0
43664,512,2015-01-07,6059,1,0,0
43665,513,2015-01-07,16918,1,0,0
43666,516,2015-01-07,7137,1,0,0
43667,521,2015-01-07,5381,1,0,1
43668,523,2015-01-07,12818,1,0,0
43669,529,2015-01-07,8681,1,0,0
43670,534,2015-01-07,9628,1,0,0
43671,535,2015-01-07,9201,1,0,0
43672,539,2015-01-07,12939,1,0,0
43673,543,2015-01-07,3521,1,0,1
43674,550,2015-01-07,5764,1,0,1
43675,551,2015-01-07,6691,1,0,0
43676,553,2015-01-07,6400,1,0,0
43677,563,2015-01-07,5643,1,0,0
43678,566,2015-01-07,5533,1,0,0
43679,569,2015-01-07,4329,1,0,0
43680,570,2015-01-07,5047,1,0,0
43681,571,2015-01-07,9343,1,0,0
43682,578,2015-01-07,7327,1,0,0
43683,597,2015-01-07,4918,1,0,1
43684,598,2015-01-07,7203,1,0,0
43685,599,2015-01-07,8720,1,0,0
43686,601,2015-01-07,4932,1,0,1
43687,607,2015-01-07,4735,1,0,0
43688,609,2015-01-07,5206,1,0,0
43689,617,2015-01-07,6743,1,0,0
43690,620,2015-01-07,9681,1,0,0
43691,624,2015-01-07,7783,1,0,0
43692,642,2015-01-07,4180,1,0,0
43693,643,2015-01-07,8221,1,0,0
43694,645,2015-01-07,12239,1,0,0
43695,647,2015-01-07,6235,1,0,0
43696,648,2015-01-07,6559,1,0,0
43697,657,2015-01-07,7487,1,0,0
43698,661,2015-01-07,6819,1,0,1
43699,663,2015-01-07,5989,1,0,0
43700,666,2015-01-07,8979,1,0,0
43701,667,2015-01-07,9329,1,0,0
43702,668,2015-01-07,8695,1,0,0
43703,673,2015-01-07,8872,1,0,0
43704,683,2015-01-07,9154,1,0,0
43705,689,2015-01-07,6685,1,0,1
43706,690,2015-01-07,6030,1,0,0
43707,698,2015-01-07,15840,1,0,0
43708,705,2015-01-07,8800,1,0,0
43709,709,2015-01-07,10554,1,0,0
43710,711,2015-01-07,10833,1,0,0
43711,712,2015-01-07,7960,1,0,0
43712,715,2015-01-07,9275,1,0,0
43713,717,2015-01-07,7800,1,0,0
43714,723,2015-01-07,7706,1,0,1
43715,728,2015-01-07,5757,1,0,0
43716,729,2015-01-07,11363,1,0,0
43717,732,2015-01-07,4718,1,0,0
43718,737,2015-01-07,6933,1,0,0
43719,739,2015-01-07,13380,1,0,0
43720,744,2015-01-07,9222,1,0,0
43721,747,2015-01-07,10746,1,0,0
43722,749,2015-01-07,5417,1,0,1
43723,751,2015-01-07,4790,1,0,0
43724,756,2015-01-07,15902,1,0,0
43725,758,2015-01-07,6301,1,0,0
43726,764,2015-01-07,3828,1,0,1
43727,765,2015-01-07,12389,1,0,0
43728,766,2015-01-07,7499,1,0,0
43729,767,2015-01-07,7242,1,0,0
43730,768,2015-01-07,13968,1,0,0
43731,778,2015-01-07,7244,1,0,0
43732,779,2015-01-07,6982,1,0,0
43733,782,2015-01-07,5404,1,0,1
43734,783,2015-01-07,6854,1,0,0
43735,785,2015-01-07,7230,1,0,0
43736,786,2015-01-07,5940,1,0,0
43737,789,2015-01-07,4980,1,0,0
43738,791,2015-01-07,8694,1,0,0
43739,792,2015-01-07,8772,1,0,0
43740,796,2015-01-07,8510,1,0,0
43741,806,2015-01-07,8834,1,0,0
43742,807,2015-01-07,8948,1,0,1
43743,808,2015-01-07,7930,1,0,0
43744,813,2015-01-07,7679,1,0,0
43745,819,2015-01-07,6461,1,0,0
43746,824,2015-01-07,7890,1,0,0
43747,828,2015-01-07,7812,1,0,0
43748,830,2015-01-07,7672,1,0,0
43749,831,2015-01-07,14846,1,0,0
43750,836,2015-01-07,6667,1,0,0
43751,838,2015-01-07,8713,1,0,0
43752,843,2015-01-07,7887,1,0,0
43753,846,2015-01-07,10624,1,0,0
43754,863,2015-01-07,8071,1,0,0
43755,866,2015-01-07,6910,1,0,1
43756,867,2015-01-07,4224,1,0,0
43757,871,2015-01-07,6274,1,0,1
43758,873,2015-01-07,3701,1,0,0
43759,876,2015-01-07,14907,1,0,0
43760,882,2015-01-07,6499,1,0,0
43761,884,2015-01-07,6929,1,0,0
43762,889,2015-01-07,5434,1,0,0
43763,890,2015-01-07,7998,1,0,0
43764,894,2015-01-07,9524,1,0,0
43765,896,2015-01-07,6323,1,0,0
43766,900,2015-01-07,7999,1,0,0
43767,902,2015-01-07,5403,1,0,0
43768,903,2015-01-07,15299,1,0,0
43769,904,2015-01-07,7688,1,0,0
43770,909,2015-01-07,14799,1,0,0
43771,911,2015-01-07,9776,1,0,0
43772,916,2015-01-07,5630,1,0,0
43773,919,2015-01-07,7559,1,0,0
43774,926,2015-01-07,8308,1,0,0
43775,928,2015-01-07,8538,1,0,0
43776,930,2015-01-07,6130,1,0,0
43777,932,2015-01-07,10106,1,0,0
43778,935,2015-01-07,6107,1,0,0
43779,942,2015-01-07,5903,1,0,1
43780,943,2015-01-07,7177,1,0,0
43781,946,2015-01-07,4689,1,0,1
43782,947,2015-01-07,10568,1,0,0
43783,963,2015-01-07,11746,1,0,0
43784,965,2015-01-07,9216,1,0,1
43785,967,2015-01-07,8563,1,0,0
43786,968,2015-01-07,7413,1,0,0
43787,969,2015-01-07,5207,1,0,0
43788,970,2015-01-07,4112,1,0,1
43789,976,2015-01-07,7961,1,0,0
43790,977,2015-01-07,5781,1,0,0
43791,979,2015-01-07,7066,1,0,0
43792,980,2015-01-07,7353,1,0,0
43793,985,2015-01-07,9170,1,0,0
43794,991,2015-01-07,5647,1,0,0
43795,995,2015-01-07,9782,1,0,0
43796,1000,2015-01-07,9101,1,0,0
43797,1004,2015-01-07,7265,1,0,0
43798,1005,2015-01-07,6011,1,0,0
43799,1006,2015-01-07,8380,1,0,0
43800,1007,2015-01-07,7700,1,0,0
43801,1010,2015-01-07,9485,1,0,0
43802,1016,2015-01-07,5478,1,0,0
43803,1022,2015-01-07,7838,1,0,0
43804,1026,2015-01-07,9229,1,0,0
43805,1032,2015-01-07,14191,1,0,0
43806,1033,2015-01-07,14375,1,0,0
43807,1040,2015-01-07,9351,1,0,0
43808,1044,2015-01-07,7447,1,0,0
43809,1045,2015-01-07,6621,1,0,0
43810,1051,2015-01-07,8449,1,0,0
43811,1054,2015-01-07,6601,1,0,0
43812,1059,2015-01-07,8689,1,0,0
43813,1062,2015-01-07,6247,1,0,1
43814,1064,2015-01-07,10650,1,0,0
43815,1066,2015-01-07,10316,1,0,0
43816,1069,2015-01-07,8943,1,0,0
43817,1076,2015-01-07,4938,1,0,0
43818,1089,2015-01-07,9733,1,0,0
43819,1090,2015-01-07,7476,1,0,0
43820,1092,2015-01-07,13972,1,0,0
43821,1093,2015-01-07,7727,1,0,0
43822,1094,2015-01-07,5812,1,0,0
43823,1097,2015-01-07,10421,1,0,1
43824,1098,2015-01-07,5343,1,0,0
43825,1099,2015-01-07,9169,1,0,0
43826,1104,2015-01-07,6596,1,0,0
43827,1105,2015-01-07,5585,1,0,0
43828,1106,2015-01-07,5680,1,0,0
43829,1108,2015-01-07,6127,1,0,0
43830,1111,2015-01-07,6297,1,0,0
43831,1112,2015-01-07,9777,1,0,0
43832,1113,2015-01-07,6532,1,0,0
43833,1,2015-01-06,4574,1,0,1
43834,9,2015-01-06,8505,1,0,1
43835,11,2015-01-06,9340,1,0,1
43836,12,2015-01-06,10081,1,0,1
43837,14,2015-01-06,6439,1,0,1
43838,18,2015-01-06,9491,1,0,0
43839,24,2015-01-06,10871,1,0,1
43840,25,2015-01-06,13533,1,0,1
43841,38,2015-01-06,6973,1,0,1
43842,43,2015-01-06,8959,1,0,1
43843,55,2015-01-06,6569,1,0,0
43844,56,2015-01-06,8511,1,0,1
43845,60,2015-01-06,10876,1,0,0
43846,68,2015-01-06,7751,1,0,1
43847,75,2015-01-06,6657,1,0,1
43848,84,2015-01-06,16206,1,0,1
43849,85,2015-01-06,6854,1,0,0
43850,95,2015-01-06,10041,1,0,0
43851,98,2015-01-06,6237,1,0,1
43852,101,2015-01-06,8654,1,0,1
43853,111,2015-01-06,7190,1,0,1
43854,120,2015-01-06,8914,1,0,1
43855,121,2015-01-06,5897,1,0,0
43856,128,2015-01-06,8841,1,0,1
43857,133,2015-01-06,8013,1,0,0
43858,134,2015-01-06,5183,1,0,0
43859,138,2015-01-06,10422,1,0,0
43860,142,2015-01-06,5895,1,0,1
43861,148,2015-01-06,10102,1,0,0
43862,152,2015-01-06,7571,1,0,1
43863,156,2015-01-06,9408,1,0,0
43864,157,2015-01-06,12120,1,0,1
43865,158,2015-01-06,8627,1,0,1
43866,161,2015-01-06,8383,1,0,1
43867,163,2015-01-06,7500,1,0,0
43868,173,2015-01-06,9066,1,0,0
43869,175,2015-01-06,6277,1,0,1
43870,180,2015-01-06,7834,1,0,1
43871,187,2015-01-06,7730,1,0,1
43872,195,2015-01-06,12286,1,0,1
43873,196,2015-01-06,6099,1,0,0
43874,205,2015-01-06,7319,1,0,0
43875,213,2015-01-06,9568,1,0,1
43876,216,2015-01-06,7916,1,0,1
43877,219,2015-01-06,3600,1,0,1
43878,220,2015-01-06,5788,1,0,1
43879,221,2015-01-06,6639,1,0,1
43880,227,2015-01-06,6683,1,0,1
43881,234,2015-01-06,12684,1,0,1
43882,237,2015-01-06,5304,1,0,0
43883,238,2015-01-06,8635,1,0,1
43884,249,2015-01-06,5727,1,0,1
43885,253,2015-01-06,8276,1,0,1
43886,257,2015-01-06,5807,1,0,0
43887,260,2015-01-06,6620,1,0,0
43888,261,2015-01-06,17920,1,0,0
43889,273,2015-01-06,8049,1,0,1
43890,278,2015-01-06,9047,1,0,1
43891,281,2015-01-06,6350,1,0,1
43892,285,2015-01-06,5287,1,0,1
43893,289,2015-01-06,6314,1,0,1
43894,291,2015-01-06,9649,1,0,0
43895,292,2015-01-06,7199,1,0,0
43896,296,2015-01-06,9346,1,0,1
43897,310,2015-01-06,10688,1,0,1
43898,313,2015-01-06,9827,1,0,0
43899,316,2015-01-06,11291,1,0,1
43900,319,2015-01-06,8732,1,0,1
43901,320,2015-01-06,18602,1,0,1
43902,339,2015-01-06,6317,1,0,1
43903,341,2015-01-06,6685,1,0,1
43904,346,2015-01-06,8567,1,0,1
43905,351,2015-01-06,6950,1,0,1
43906,352,2015-01-06,6815,1,0,1
43907,354,2015-01-06,9553,1,0,1
43908,357,2015-01-06,8167,1,0,0
43909,359,2015-01-06,7066,1,0,1
43910,372,2015-01-06,10828,1,0,1
43911,374,2015-01-06,8536,1,0,0
43912,377,2015-01-06,11422,1,0,1
43913,391,2015-01-06,7218,1,0,1
43914,397,2015-01-06,8117,1,0,1
43915,410,2015-01-06,8064,1,0,1
43916,421,2015-01-06,9970,1,0,1
43917,435,2015-01-06,3780,1,0,1
43918,444,2015-01-06,10461,1,0,0
43919,447,2015-01-06,6532,1,0,1
43920,456,2015-01-06,7552,1,0,1
43921,466,2015-01-06,9442,1,0,1
43922,469,2015-01-06,12577,1,0,0
43923,470,2015-01-06,13562,1,0,1
43924,484,2015-01-06,7577,1,0,1
43925,496,2015-01-06,8817,1,0,0
43926,502,2015-01-06,11205,1,0,1
43927,506,2015-01-06,8379,1,0,1
43928,507,2015-01-06,10401,1,0,1
43929,511,2015-01-06,6404,1,0,0
43930,512,2015-01-06,7065,1,a,0
43931,513,2015-01-06,20858,1,0,0
43932,516,2015-01-06,7733,1,0,1
43933,521,2015-01-06,4808,1,0,1
43934,523,2015-01-06,14432,1,0,0
43935,529,2015-01-06,9383,1,0,1
43936,535,2015-01-06,11586,1,0,1
43937,543,2015-01-06,3983,1,0,1
43938,550,2015-01-06,7175,1,0,1
43939,551,2015-01-06,8604,1,0,1
43940,563,2015-01-06,6582,1,0,1
43941,566,2015-01-06,6574,1,0,1
43942,569,2015-01-06,4993,1,0,0
43943,570,2015-01-06,5472,1,0,1
43944,578,2015-01-06,8787,1,0,1
43945,597,2015-01-06,5686,1,0,1
43946,599,2015-01-06,8422,1,0,0
43947,601,2015-01-06,4124,1,0,1
43948,607,2015-01-06,5761,1,0,0
43949,609,2015-01-06,5524,1,0,0
43950,617,2015-01-06,8181,1,0,0
43951,624,2015-01-06,8290,1,0,1
43952,642,2015-01-06,4870,1,0,1
43953,643,2015-01-06,10695,1,0,1
43954,647,2015-01-06,6665,1,0,1
43955,648,2015-01-06,7165,1,0,0
43956,657,2015-01-06,7815,1,0,1
43957,661,2015-01-06,7221,1,0,1
43958,667,2015-01-06,10679,1,0,1
43959,668,2015-01-06,9616,1,0,0
43960,683,2015-01-06,10028,1,0,0
43961,689,2015-01-06,8300,1,0,1
43962,690,2015-01-06,6544,1,0,1
43963,698,2015-01-06,17652,1,0,0
43964,705,2015-01-06,9713,1,0,1
43965,709,2015-01-06,12623,1,0,0
43966,717,2015-01-06,7176,1,0,1
43967,723,2015-01-06,7999,1,0,1
43968,729,2015-01-06,12628,1,0,1
43969,732,2015-01-06,4784,1,0,1
43970,737,2015-01-06,7706,1,0,1
43971,749,2015-01-06,5976,1,0,1
43972,751,2015-01-06,4990,1,0,1
43973,756,2015-01-06,18311,1,0,1
43974,764,2015-01-06,4638,1,0,1
43975,767,2015-01-06,7566,1,0,1
43976,768,2015-01-06,15851,1,0,1
43977,779,2015-01-06,9726,1,0,0
43978,782,2015-01-06,6940,1,0,1
43979,783,2015-01-06,7810,1,0,0
43980,785,2015-01-06,8838,1,0,1
43981,791,2015-01-06,9731,1,0,1
43982,792,2015-01-06,8843,1,0,1
43983,796,2015-01-06,10162,1,0,1
43984,807,2015-01-06,10392,1,0,1
43985,808,2015-01-06,9322,1,0,0
43986,819,2015-01-06,6502,1,0,1
43987,824,2015-01-06,8660,1,0,1
43988,830,2015-01-06,8060,1,0,0
43989,831,2015-01-06,16688,1,0,1
43990,836,2015-01-06,7963,1,0,0
43991,838,2015-01-06,9955,1,0,0
43992,843,2015-01-06,9231,1,0,0
43993,846,2015-01-06,12234,1,0,1
43994,863,2015-01-06,9034,1,0,1
43995,866,2015-01-06,7773,1,0,1
43996,867,2015-01-06,5008,1,0,1
43997,871,2015-01-06,6294,1,0,1
43998,873,2015-01-06,4568,1,0,0
43999,882,2015-01-06,7355,1,0,1
44000,894,2015-01-06,10497,1,0,1
44001,896,2015-01-06,7280,1,0,1
44002,911,2015-01-06,10795,1,0,1
44003,916,2015-01-06,6501,1,0,1
44004,926,2015-01-06,8339,1,0,1
44005,928,2015-01-06,9579,1,0,1
44006,930,2015-01-06,7592,1,0,1
44007,935,2015-01-06,6638,1,0,1
44008,942,2015-01-06,7335,1,0,1
44009,943,2015-01-06,7760,1,0,1
44010,946,2015-01-06,5187,1,0,1
44011,963,2015-01-06,16300,1,0,0
44012,965,2015-01-06,10075,1,0,1
44013,967,2015-01-06,8858,1,0,1
44014,968,2015-01-06,8565,1,0,0
44015,970,2015-01-06,4651,1,0,1
44016,976,2015-01-06,8955,1,0,1
44017,979,2015-01-06,7798,1,0,0
44018,980,2015-01-06,8598,1,0,1
44019,991,2015-01-06,6511,1,0,1
44020,995,2015-01-06,11190,1,0,0
44021,1005,2015-01-06,7344,1,0,1
44022,1007,2015-01-06,8329,1,0,1
44023,1010,2015-01-06,9524,1,0,1
44024,1016,2015-01-06,7230,1,0,1
44025,1022,2015-01-06,9686,1,0,1
44026,1026,2015-01-06,12923,1,0,1
44027,1033,2015-01-06,17717,1,0,0
44028,1040,2015-01-06,10497,1,0,1
44029,1045,2015-01-06,8004,1,0,1
44030,1054,2015-01-06,8045,1,0,1
44031,1059,2015-01-06,9171,1,0,1
44032,1062,2015-01-06,7813,1,0,1
44033,1064,2015-01-06,12506,1,0,1
44034,1066,2015-01-06,12110,1,0,1
44035,1069,2015-01-06,8857,1,0,0
44036,1076,2015-01-06,5007,1,0,1
44037,1089,2015-01-06,10880,1,0,1
44038,1090,2015-01-06,8739,1,0,0
44039,1093,2015-01-06,8802,1,0,0
44040,1097,2015-01-06,10178,1,0,1
44041,1098,2015-01-06,7078,1,0,0
44042,1099,2015-01-06,9403,1,0,1
44043,1105,2015-01-06,6034,1,0,1
44044,1106,2015-01-06,6532,1,0,1
44045,1108,2015-01-06,8123,1,0,0
44046,1111,2015-01-06,6193,1,0,1
44047,1112,2015-01-06,11001,1,0,1
44048,1113,2015-01-06,7458,1,0,1
44049,1,2015-01-05,6239,1,0,1
44050,9,2015-01-05,10602,1,0,1
44051,11,2015-01-05,9720,1,0,1
44052,12,2015-01-05,12449,1,0,1
44053,14,2015-01-05,7241,1,0,1
44054,18,2015-01-05,9200,1,0,0
44055,21,2015-01-05,6462,1,0,1
44056,24,2015-01-05,11315,1,0,1
44057,25,2015-01-05,15030,1,0,1
44058,38,2015-01-05,9040,1,0,1
44059,41,2015-01-05,10607,1,0,1
44060,43,2015-01-05,10141,1,0,1
44061,55,2015-01-05,6803,1,0,0
44062,56,2015-01-05,10287,1,0,1
44063,60,2015-01-05,11388,1,0,0
44064,68,2015-01-05,8904,1,0,1
44065,75,2015-01-05,7714,1,0,1
44066,78,2015-01-05,5800,1,0,1
44067,84,2015-01-05,19730,1,0,1
44068,85,2015-01-05,8482,1,0,0
44069,91,2015-01-05,7023,1,0,1
44070,95,2015-01-05,9177,1,0,0
44071,98,2015-01-05,6932,1,0,1
44072,101,2015-01-05,9332,1,0,1
44073,111,2015-01-05,9325,1,0,1
44074,113,2015-01-05,9091,1,0,1
44075,115,2015-01-05,11812,1,0,1
44076,120,2015-01-05,8824,1,0,1
44077,121,2015-01-05,6306,1,0,0
44078,128,2015-01-05,11145,1,0,1
44079,133,2015-01-05,10327,1,0,0
44080,134,2015-01-05,5790,1,0,0
44081,138,2015-01-05,10592,1,0,0
44082,142,2015-01-05,6670,1,0,1
44083,145,2015-01-05,11801,1,0,1
44084,148,2015-01-05,10845,1,0,0
44085,152,2015-01-05,8585,1,0,1
44086,155,2015-01-05,10519,1,0,1
44087,156,2015-01-05,10867,1,0,0
44088,157,2015-01-05,13562,1,0,1
44089,158,2015-01-05,9988,1,0,1
44090,159,2015-01-05,12751,1,0,1
44091,161,2015-01-05,9786,1,0,1
44092,163,2015-01-05,8095,1,0,0
44093,164,2015-01-05,9538,1,0,1
44094,168,2015-01-05,13652,1,0,1
44095,173,2015-01-05,9610,1,0,0
44096,175,2015-01-05,6813,1,0,1
44097,180,2015-01-05,8650,1,0,1
44098,186,2015-01-05,7693,1,0,1
44099,187,2015-01-05,8470,1,0,1
44100,195,2015-01-05,15657,1,0,1
44101,196,2015-01-05,7047,1,0,0
44102,204,2015-01-05,7940,1,0,1
44103,205,2015-01-05,7735,1,0,0
44104,213,2015-01-05,13836,1,0,1
44105,216,2015-01-05,10628,1,0,1
44106,218,2015-01-05,7155,1,0,1
44107,219,2015-01-05,4130,1,0,1
44108,220,2015-01-05,6196,1,0,1
44109,221,2015-01-05,8312,1,0,1
44110,227,2015-01-05,8899,1,0,1
44111,231,2015-01-05,8507,1,0,1
44112,234,2015-01-05,16606,1,0,1
44113,237,2015-01-05,5825,1,0,0
44114,238,2015-01-05,10511,1,0,1
44115,249,2015-01-05,6808,1,0,1
44116,253,2015-01-05,10009,1,0,1
44117,257,2015-01-05,6829,1,0,0
44118,260,2015-01-05,7589,1,0,0
44119,261,2015-01-05,22144,1,0,0
44120,273,2015-01-05,12305,1,0,1
44121,278,2015-01-05,10798,1,0,1
44122,281,2015-01-05,7971,1,0,1
44123,284,2015-01-05,9036,1,0,1
44124,285,2015-01-05,6706,1,0,1
44125,288,2015-01-05,11174,1,0,1
44126,289,2015-01-05,8704,1,0,1
44127,291,2015-01-05,10800,1,0,0
44128,292,2015-01-05,8814,1,0,0
44129,295,2015-01-05,7637,1,0,1
44130,296,2015-01-05,10750,1,0,1
44131,297,2015-01-05,11437,1,0,1
44132,310,2015-01-05,13248,1,0,1
44133,313,2015-01-05,11459,1,0,0
44134,316,2015-01-05,14160,1,0,1
44135,319,2015-01-05,11177,1,0,1
44136,320,2015-01-05,20030,1,0,1
44137,324,2015-01-05,9062,1,0,1
44138,332,2015-01-05,7116,1,0,1
44139,339,2015-01-05,7571,1,0,1
44140,341,2015-01-05,8021,1,0,1
44141,342,2015-01-05,18870,1,0,1
44142,346,2015-01-05,9679,1,0,1
44143,351,2015-01-05,9569,1,0,1
44144,352,2015-01-05,8800,1,0,1
44145,354,2015-01-05,12074,1,0,1
44146,357,2015-01-05,10092,1,0,0
